ASSET.ID,LONGITUDE,LATITUDE,group.id,DISTRICT,ST_NM,g2clip,g3clip,day,month,cyear,type,link,Type,data,,,,,,,,
246177821,77.769921,13.07033,S70945054,Bangalore Rural,Karnataka,,,180,6,2020,W,,,ebird,,,,,,,,
246415511,87.6725455,22.7091075,S70949592,Pashchim Medinipur,West Bengal,,,181,6,2020,W,,,ebird,,,,,,,,
246648621,76.7297683,30.825782,S70983465,Sahibzada Ajit Singh Nagar,Punjab,,,181,6,2020,B,,,ebird,,,,,,,,
246802431,76.812889,30.74798,S70976413,Chandigarh,Chandigarh,,,182,6,2020,B,,,ebird,,,,,,,,
246825181,75.7032991,14.443281,S71015122,Davanagere,Karnataka,,,183,7,2020,W,,,ebird,,,,,,,,
246825321,75.7032991,14.443281,S71015122,Davanagere,Karnataka,,,183,7,2020,W,,,ebird,,,,,,,,
246825601,75.7032991,14.443281,S71015122,Davanagere,Karnataka,,,183,7,2020,W,,,ebird,,,,,,,,
255662201,75.759058,30.9258623,S71050513,Ludhiana,Punjab,,,184,7,2020,B,,,ebird,,,,,,,,
247195841,77.769921,13.07033,S71077567,Bangalore Rural,Karnataka,,,185,7,2020,W,,,ebird,,,,,,,,
247195851,77.769921,13.07033,S71077567,Bangalore Rural,Karnataka,,,185,7,2020,W,,,ebird,,,,,,,,
247195861,77.769921,13.07033,S71077567,Bangalore Rural,Karnataka,,,185,7,2020,W,,,ebird,,,,,,,,
247195921,77.769921,13.07033,S71077567,Bangalore Rural,Karnataka,,,185,7,2020,W,,,ebird,,,,,,,,
247224511,77.769921,13.07033,S71077567,Bangalore Rural,Karnataka,,,185,7,2020,W,,,ebird,,,,,,,,
247224521,77.769921,13.07033,S71077567,Bangalore Rural,Karnataka,,,185,7,2020,W,,,ebird,,,,,,,,
247816591,83.1860304,17.7701681,S71144240,Visakhapatnam,Andhra Pradesh,,,187,7,2020,W,,,ebird,,,,,,,,
247816621,83.1860304,17.7701681,S71144240,Visakhapatnam,Andhra Pradesh,,,187,7,2020,W,,,ebird,,,,,,,,
248156891,77.769921,13.07033,S71244388,Bangalore Rural,Karnataka,,,188,7,2020,W,,,ebird,,,,,,,,
248970511,72.734127,21.1261128,S71383964,Surat,Gujarat,,,193,7,2020,NA,,,ebird,,,,,,,,
249717261,75.3495578,31.4375144,S71533877,Kapurthala,Punjab,,,197,7,2020,B,,,ebird,,,,,,,,
250480291,73.1335091,22.3602186,S71632981,Vadodara,Gujarat,,,201,7,2020,B,,,ebird,,,,,,,,
252589691,72.8508453,19.3854518,S71971855,Thane,Maharashtra,,,213,7,2020,B,,,ebird,,,,,,,,
252584881,78.569067,17.610006,S71971589,Rangareddy,Telangana,,,213,7,2020,W,,,ebird,,,,,,,,
252584871,78.569067,17.610006,S71971589,Rangareddy,Telangana,,,213,7,2020,W,,,ebird,,,,,,,,
252760791,77.769921,13.07033,S71998786,Bangalore Rural,Karnataka,,,214,8,2020,W,,,ebird,,,,,,,,
252760811,77.769921,13.07033,S71998786,Bangalore Rural,Karnataka,,,214,8,2020,W,,,ebird,,,,,,,,
252770111,77.769921,13.07033,S71998786,Bangalore Rural,Karnataka,,,214,8,2020,W,,,ebird,,,,,,,,
252770121,77.769921,13.07033,S71998786,Bangalore Rural,Karnataka,,,214,8,2020,W,,,ebird,,,,,,,,
252770131,77.769921,13.07033,S71998786,Bangalore Rural,Karnataka,,,214,8,2020,W,,,ebird,,,,,,,,
252992011,77.769921,13.07033,S72031263,Bangalore Rural,Karnataka,,,215,8,2020,W,,,ebird,,,,,,,,
245558511,79.1094804,21.2259017,S19540199,Nagpur,Maharashtra,,,155,6,2013,W,,transition,ebird,,,,,,,,
253780161,88.22181,24.1177255,S72148530,Murshidabad,West Bengal,,,216,8,2020,W,,transition,ebird,,,,,,,,
254197241,77.769921,13.07033,S72168354,Bangalore Rural,Karnataka,,,219,8,2020,W,,,ebird,,,,,,,,
254197261,77.769921,13.07033,S72168354,Bangalore Rural,Karnataka,,,219,8,2020,W,,,ebird,,,,,,,,
254197281,77.769921,13.07033,S72168354,Bangalore Rural,Karnataka,,,219,8,2020,W,,,ebird,,,,,,,,
254197291,77.769921,13.07033,S72168354,Bangalore Rural,Karnataka,,,219,8,2020,W,,,ebird,,,,,,,,
254197321,77.769921,13.07033,S72168354,Bangalore Rural,Karnataka,,,219,8,2020,W,,,ebird,,,,,,,,
254197341,77.769921,13.07033,S72168354,Bangalore Rural,Karnataka,,,219,8,2020,W,,,ebird,,,,,,,,
255860911,76.842,30.549,S72306511,Sahibzada Ajit Singh Nagar,Punjab,,,222,8,2020,B,,transition,ebird,,,,,,,,
255379301,84.21845,27.5626662,S72385208,,Nepal,,,224,8,2020,B,,transition,ebird,,,,,,,,
255440221,77.769921,13.07033,S72390361,Bangalore Rural,Karnataka,,,227,8,2020,W,,,ebird,,,,,,,,
255440191,77.769921,13.07033,S72390361,Bangalore Rural,Karnataka,,,227,8,2020,W,,,ebird,,,,,,,,
255440161,77.769921,13.07033,S72390361,Bangalore Rural,Karnataka,,,227,8,2020,W,,,ebird,,,,,,,,
255621151,76.8352461,30.5541309,S72417494,Sahibzada Ajit Singh Nagar,Punjab,,,228,8,2020,B,,transition,ebird,,,,,,,,
255621171,76.8352461,30.5541309,S72417494,Sahibzada Ajit Singh Nagar,Punjab,,,228,8,2020,B,,transition,ebird,,,,,,,,
256268161,76.842,30.549,S72504826,Sahibzada Ajit Singh Nagar,Punjab,,,229,8,2020,B,,,ebird,,,,,,,,
,81.5596,28.3649,,Bardiya,Nepal,,,135,5,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=172978,,,,,,,,,,
,72.0572,22.8209,,Nalsarovar,Gujarat,,,280,10,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=181638,transition,,,,,,,,,
,72.0572,22.8209,,Nalsarovar,Gujarat,,,231,8,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=178240,,,,,,,,,,
,72.0572,22.8209,,Nalsarovar,Gujarat,,,271,9,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=178209,transition,,,,,,,,,
,72.0572,22.8209,,Nalsarovar,Gujarat,,,231,8,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=178145,,,,,,,,,,
,77.6021,28.3436,,Dhanauri,Haryana,,,225,8,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=177193,,,,,,,,,,
,72.0572,22.8209,,Nalsarovar,Gujarat,,,275,10,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=177179,,,,,,,,,,
,79.3607,20.2484,,Tadoba,Maharashtra,,,272,9,2019,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=176943,,,,,,,,,,
,79.3607,20.2484,,Tadoba,Maharashtra,,,265,9,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=176799,transition,,,,,,,,,
,79.3607,20.2484,,Tadoba,Maharashtra,,,253,9,2019,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=176639,,,,,,,,,,
,76.8634,28.4946,,Gurgaon,Haryana,,,204,7,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=175535,,,,,,,,,,
,75.858207,26.705933,,Rajasthan,Rajasthan,,,260,9,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=176682,,,,,,,,,,
,76.5098,26.1441,,Shampura,Rajasthan,,,214,8,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=175526,,,,,,,,,,
,72.8397,19.3919,,Vasai,Maharashtra,,,245,9,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=174542,,,,,,,,,,
,72.8397,19.3919,,Vasai,Maharashtra,,,246,9,2019,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=160730,transition,,,,,,,,,
,77.6021,28.3436,,Dhanauri,Haryana,,,245,9,2018,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=159783,,,,,,,,,,
,88.4798,22.5754,,North 24 Parganas,West Bengal,,,256,9,2018,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=159709,transition,,,,,,,,,
,77.6021,28.3436,,Dhanauri,Haryana,,,170,6,2018,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=158248,,,,,,,,,,
,72.5714,23.0225,,Ahmedabad,Gujarat,,,219,8,2017,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=152393,,,,,,,,,,
,72.8311,21.1702,,Surat,Gujarat,,,224,8,2017,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=151666,,,,,,,,,,
,72.5714,23.0225,,Ahmedabad,Gujarat,,,219,8,2017,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=150555,,,,,,,,,,
,77.6021,28.3436,,Dhanauri,Haryana,,,197,7,2017,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=143523,,,,,,,,,,
,76.5098,26.1441,,Shampura,Rajasthan,,,233,7,2017,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=142130,transition,,,,,,,,,
,72.4066,23.1373,,Thol,Gujarat,,,230,8,2017,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=141750,,,,,,,,,,
,77.22821,28.738212,,Wazirabad,Delhi,,,210,7,2017,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=141706,,,,,,,,,,
,79.3607,20.2484,,Tadoba,Maharashtra,,,211,7,2017,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=141415,,,,,,,,,,
,77.6021,28.3436,,Dhanauri,Haryana,,,197,7,2017,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=141036,,,,,,,,,,
,77.6021,28.3436,,Dhanauri,Haryana,,,189,7,2017,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=140337,,,,,,,,,,
,77.6021,28.3436,,Dhanauri,Haryana,,,168,6,2017,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=139867,,,,,,,,,,
,72.4066,23.1373,,Thol,Gujarat,,,139,5,2016,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=132352,transition,,,,,,,,,
,88.4798,22.5754,,North 24 Parganas,West Bengal,,,228,8,2015,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=128983,,,,,,,,,,
,88.4798,22.5754,,North 24 Parganas,West Bengal,,,221,8,2015,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=128765,,,,,,,,,,
,92.337,26.2529,,Morigaon,Assam,,,238,8,2016,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=125969,transition,,,,,,,,,
,76.5098,26.1441,,Shampura,Rajasthan,,,240,7,2016,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=125691,transition,,,,,,,,,
,92.374,26.1903,,Dharamtul,Assam,,,220,8,2016,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=125517,,,,,,,,,,
,88.4798,22.5754,,North 24 Parganas,West Bengal,,,233,8,2016,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=125296,,,,,,,,,,
,92.337,26.2529,,Morigaon,Assam,,,239,8,2016,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=125232,,,,,,,,,,
,73.1812,22.3072,,Vadodara,Gujarat,,,225,8,2016,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=124872,,,,,,,,,,
,92.374,26.1903,,Dharamtul,Assam,,,227,8,2016,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=124842,transition,,,,,,,,,
,92.374,26.1903,,Dharamtul,Assam,,,226,8,2016,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=124841,,,,,,,,,,
,28.609,76.9855,,Najafgarh,Delhi,,,220,8,2016,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=124737,transition,,,,,,,,,
,88.4798,22.5754,,North 24 Parganas,West Bengal,,,249,9,2015,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=124316,,,,,,,,,,
,72.0572,22.8209,,Nalsarovar,Gujarat,,,246,9,2015,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=121681,,,,,,,,,,
,72.0572,22.8209,,Nalsarovar,Gujarat,,,248,9,2015,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=121390,transition,,,,,,,,,
,72.5714,23.0225,,Ahmedabad,Gujarat,,,230,8,2015,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=119181,,,,,,,,,,
,88.4798,22.5754,,North 24 Parganas,West Bengal,,,269,9,2015,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=118917,,,,,,,,,,
,72.3621,23.9309,,Siddhpur,Gujarat,,,179,5,2015,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=118755,,,,,,,,,,
,72.4066,23.1373,,Thol,Gujarat,,,153,5,2015,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=114478,,,,,,,,,,
,22.7507,22.7507,,Kheda,Gujarat,,,270,9,2015,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=110295,,,,,,,,,,
,74.4977,15.8497,,Belgaum,Karnataka,,,262,9,2015,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=108997,,,,,,,,,,
,88.4798,22.5754,,North 24 Parganas,West Bengal,,,221,8,2015,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=108136,,,,,,,,,,
,77.2463,27.0652,,Barkhera,Uttar Pradesh,,,234,8,2015,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=108111,,,,,,,,,,
,77.6021,28.3436,,Dhanauri,Haryana,,,216,8,2015,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=107726,,,,,,,,,,
,76.0856,29.0588,,Haryana,Haryana,,,191,7,2016,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=107690,,,,,,,,,,
,88.4798,22.5754,,North 24 Parganas,West Bengal,,,220,8,2015,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=107682,,,,,,,,,,
,77.2463,27.0652,,Barkhera,Uttar Pradesh,,,227,8,2015,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=107510,,,,,,,,,,
,88.4798,22.5754,,North 24 Parganas,West Bengal,,,221,8,2015,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=107411,,,,,,,,,,
,88.4798,22.5754,,North 24 Parganas,West Bengal,,,220,8,2015,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=107203,,,,,,,,,,
,88.4798,22.5754,,North 24 Parganas,West Bengal,,,206,7,2015,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=106831,,,,,,,,,,
,77.1709,28.3736,,Mangar,Haryana,,,206,7,2015,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=106830,,,,,,,,,,
,79.4304,28.367,,Bareilly,Uttar Pradesh,,,154,6,2015,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=105311,transition,,,,,,,,,
,22.7507,22.7507,,Kheda,Gujarat,,,292,10,2011,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=104478,,,,,,,,,,
,70.8022,22.3039,,Rajkot,Gujarat,,,240,8,2014,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=94958,,,,,,,,,,
,72.3621,23.9309,,Siddhpur,Gujarat,,,190,7,2014,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=94347,,,,,,,,,,
,88.4798,22.5754,,North 24 Parganas,West Bengal,,,229,7,2014,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=94053,,,,,,,,,,
,77.5548,28.5526,,Dadri,Uttar Pradesh,,,194,7,2014,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=93617,transition,,,,,,,,,
,76.6326,28.7695,,Dighal,Haryana,,,187,7,2014,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=93463,,,,,,,,,,
,72.3621,23.9309,,Siddhpur,Gujarat,,,185,7,2014,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=93154,,,,,,,,,,
,88.4798,22.5754,,North 24 Parganas,West Bengal,,,224,8,2013,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=79896,,,,,,,,,,
,77.5548,28.5526,,Dadri,Uttar Pradesh,,,216,8,2013,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=79442,,,,,,,,,,
,88.4798,22.5754,,North 24 Parganas,West Bengal,,,222,8,2013,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=79738,,,,,,,,,,
,88.5348,22.7413,,Jagulia,West Bengal,,,202,7,2013,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=79138,,,,,,,,,,
,77.5548,28.5526,,Dadri,Uttar Pradesh,,,194,7,2013,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=78874,,,,,,,,,,
,75.858207,26.705933,,Rajasthan,Rajasthan,,,168,6,2013,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=78168,,,,,,,,,,
,88.4798,22.5754,,North 24 Parganas,West Bengal,,,253,9,2012,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=64602,,,,,,,,,,
,88.4798,22.5754,,North 24 Parganas,West Bengal,,,232,8,2012,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=63729,,,,,,,,,,
,88.4798,22.5754,,North 24 Parganas,West Bengal,,,228,8,2012,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=63518,,,,,,,,,,
,76.9844,28.4603,,Basai,Haryana,,,91,3,2012,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=63466,,,,,,,,,,
,76.5098,26.1441,,Shampura,Rajasthan,,,203,7,2012,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=63349,transition,,,,,,,,,
,76.5098,26.1441,,Shampura,Rajasthan,,,233,8,2011,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=52952,transition,,,,,,,,,
,77.326,28.1473,,Palwal,Haryana,,,212,7,2011,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=52703,,,,,,,,,,
,76.5098,26.1441,,Shampura,Rajasthan,,,205,7,2011,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=52560,,,,,,,,,,
,76.5098,26.1441,,Shampura,Rajasthan,,,204,7,2011,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=52505,,,,,,,,,,
,88.3025,22.4533,,Kolkata,West Bengal,,,145,5,2008,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=46651,,,,,,,,,,
,77.5548,28.5526,,Dadri,Uttar Pradesh,,,192,7,2010,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=43762,,,,,,,,,,
,77.326,28.1473,,Palwal,Haryana,,,191,7,2010,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=43760,,,,,,,,,,
,77.5548,28.5526,,Dadri,Uttar Pradesh,,,171,6,2010,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=43394,,,,,,,,,,
,70.0577,22.4707,,Jamnagar,Gujarat,,,139,5,2008,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=33586,,,,,,,,,,
,88.3025,22.4533,,Kolkata,West Bengal,,,166,6,2008,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=31174,,,,,,,,,,
,88.3025,22.4533,,Kolkata,West Bengal,,,,5,2008,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=30990,transition,,,,,,,,,
,88.3025,22.4533,,Kolkata,West Bengal,,,,5,2008,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=30990,,,,,,,,,,
,88.3025,22.4533,,Kolkata,West Bengal,,,,5,2008,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=30988,,,,,,,,,,
,88.2636,22.5958,,Howrah,West Bengal,,,179,6,2007,W,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=26082,,,,,,,,,,
,73.7654,32.9085,,Jhelum,Pakistan,,,210,7,2004,B,http://orientalbirdimages.org/search.php?Bird_ID=2065&Bird_Image_ID=8431,,,,,,,,,,
,73.874758,31.225983,,Lahore,Pakistan,,,136,5,2018,B,https://www.inaturalist.org/observations/36407042,,,,,,,,,,
,87.912358,23.203144,,,West Bengal,,,261,9,2016,W,https://www.inaturalist.org/observations/4130646,transition,,,,,,,,,
,85.069793,19.410923,,,Odisha,,,231,8,2019,W,https://www.inaturalist.org/observations/35897284,,,,,,,,,,
,78.268,17.496,,,Andhra Pradesh,,,196,7,2012,W,https://www.inaturalist.org/observations/113874,transition,,,,,,,,,
,77.76886,13.070178,,,Karnataka,,,224,8,2018,W,https://www.inaturalist.org/observations/15389440,,,,,,,,,,
,77.701661,13.168637,,,Karnataka,,,224,8,2018,W,https://www.inaturalist.org/observations/15497376,,,,,,,,,,
